1.415400000000000091e+03,0.000000000000000000e+00
1.415402399999999943e+03,0.000000000000000000e+00
1.415404899999999998e+03,0.000000000000000000e+00
1.415407300000000077e+03,0.000000000000000000e+00
1.415409799999999905e+03,0.000000000000000000e+00
1.415412199999999984e+03,0.000000000000000000e+00
1.415414600000000064e+03,0.000000000000000000e+00
1.415417099999999891e+03,0.000000000000000000e+00
1.415419499999999971e+03,0.000000000000000000e+00
1.415422000000000025e+03,0.000000000000000000e+00
1.415424400000000105e+03,0.000000000000000000e+00
1.415426899999999932e+03,0.000000000000000000e+00
1.415429300000000012e+03,0.000000000000000000e+00
1.415431700000000092e+03,0.000000000000000000e+00
1.415434199999999919e+03,0.000000000000000000e+00
1.415436599999999999e+03,0.000000000000000000e+00
1.415439100000000053e+03,0.000000000000000000e+00
1.415441499999999905e+03,0.000000000000000000e+00
1.415443899999999985e+03,0.000000000000000000e+00
1.415446400000000040e+03,0.000000000000000000e+00
1.415448799999999892e+03,0.000000000000000000e+00
1.415451299999999947e+03,0.000000000000000000e+00
1.415453700000000026e+03,0.000000000000000000e+00
1.415456200000000081e+03,0.000000000000000000e+00
1.415458599999999933e+03,0.000000000000000000e+00
1.415461000000000013e+03,0.000000000000000000e+00
1.415463500000000067e+03,0.000000000000000000e+00
1.415465899999999920e+03,0.000000000000000000e+00
1.415468399999999974e+03,0.000000000000000000e+00
1.415470800000000054e+03,0.000000000000000000e+00
1.415473199999999906e+03,0.000000000000000000e+00
1.415475699999999961e+03,0.000000000000000000e+00
1.415478100000000040e+03,0.000000000000000000e+00
1.415480600000000095e+03,0.000000000000000000e+00
1.415482999999999947e+03,0.000000000000000000e+00
1.415485400000000027e+03,0.000000000000000000e+00
1.415487900000000081e+03,0.000000000000000000e+00
1.415490299999999934e+03,0.000000000000000000e+00
1.415492799999999988e+03,0.000000000000000000e+00
1.415495200000000068e+03,0.000000000000000000e+00
1.415497699999999895e+03,0.000000000000000000e+00
1.415500099999999975e+03,0.000000000000000000e+00
1.415502500000000055e+03,0.000000000000000000e+00
1.415505000000000109e+03,0.000000000000000000e+00
1.415507399999999961e+03,0.000000000000000000e+00
1.415509900000000016e+03,0.000000000000000000e+00
1.415512300000000096e+03,0.000000000000000000e+00
1.415514699999999948e+03,0.000000000000000000e+00
1.415517200000000003e+03,0.000000000000000000e+00
1.415519600000000082e+03,0.000000000000000000e+00
1.415522099999999909e+03,0.000000000000000000e+00
1.415524499999999989e+03,0.000000000000000000e+00
1.415527000000000044e+03,0.000000000000000000e+00
1.415529399999999896e+03,0.000000000000000000e+00
1.415531799999999976e+03,0.000000000000000000e+00
1.415534300000000030e+03,0.000000000000000000e+00
1.415536700000000110e+03,0.000000000000000000e+00
1.415539199999999937e+03,0.000000000000000000e+00
1.415541600000000017e+03,0.000000000000000000e+00
1.415544000000000096e+03,0.000000000000000000e+00
1.415546499999999924e+03,0.000000000000000000e+00
1.415548900000000003e+03,0.000000000000000000e+00
1.415551400000000058e+03,0.000000000000000000e+00
1.415553799999999910e+03,0.000000000000000000e+00
1.415556199999999990e+03,0.000000000000000000e+00
1.415558700000000044e+03,0.000000000000000000e+00
1.415561099999999897e+03,0.000000000000000000e+00
1.415563599999999951e+03,0.000000000000000000e+00
1.415566000000000031e+03,0.000000000000000000e+00
1.415568500000000085e+03,0.000000000000000000e+00
1.415570899999999938e+03,0.000000000000000000e+00
1.415573300000000017e+03,0.000000000000000000e+00
1.415575800000000072e+03,0.000000000000000000e+00
1.415578199999999924e+03,0.000000000000000000e+00
1.415580699999999979e+03,0.000000000000000000e+00
1.415583100000000059e+03,0.000000000000000000e+00
1.415585499999999911e+03,0.000000000000000000e+00
1.415587999999999965e+03,0.000000000000000000e+00
1.415590400000000045e+03,0.000000000000000000e+00
1.415592900000000100e+03,0.000000000000000000e+00
1.415595299999999952e+03,0.000000000000000000e+00
1.415597800000000007e+03,0.000000000000000000e+00
1.415600200000000086e+03,0.000000000000000000e+00
1.415602599999999939e+03,0.000000000000000000e+00
1.415605099999999993e+03,0.000000000000000000e+00
1.415607500000000073e+03,0.000000000000000000e+00
1.415609999999999900e+03,0.000000000000000000e+00
1.415612399999999980e+03,0.000000000000000000e+00
1.415614800000000059e+03,0.000000000000000000e+00
1.415617299999999886e+03,0.000000000000000000e+00
1.415619699999999966e+03,0.000000000000000000e+00
1.415622200000000021e+03,0.000000000000000000e+00
1.415624600000000100e+03,0.000000000000000000e+00
